pair,real,fake,sobel_mag_l1,sobel_mag_l2,sobel_mag_mean_diff,sobel_mag_ssim,sobel_mag_cosine,sobel_mag_histkl,sobel_gx_cosine,sobel_gy_cosine,scharr_mag_l1,scharr_mag_l2,scharr_mag_mean_diff,scharr_mag_ssim,scharr_mag_cosine,scharr_mag_histkl,scharr_gx_cosine,scharr_gy_cosine,laplacian_mag_l1,laplacian_mag_l2,laplacian_mag_mean_diff,laplacian_mag_ssim,laplacian_mag_cosine,laplacian_mag_histkl,laplacian_gx_cosine,laplacian_gy_cosine,real_mag_mean,fake_mag_mean,diff_mag_mean,real_mag_std,fake_mag_std,diff_mag_std,real_mag_skew,fake_mag_skew,diff_mag_skew,real_mag_kurtosis,fake_mag_kurtosis,diff_mag_kurtosis,real_mag_sparsity,fake_mag_sparsity,diff_mag_sparsity,real_R_mag_mean,fake_R_mag_mean,diff_R_mag_mean,real_R_mag_std,fake_R_mag_std,diff_R_mag_std,real_G_mag_mean,fake_G_mag_mean,diff_G_mag_mean,real_G_mag_std,fake_G_mag_std,diff_G_mag_std,real_B_mag_mean,fake_B_mag_mean,diff_B_mag_mean,real_B_mag_std,fake_B_mag_std,diff_B_mag_std
image1__image2,img/image1.jpg,img/image2.png,53.77914,39968.668,14.697927,0.1765803499020208,0.4488418338138399,0.06344200356963113,-0.003340042277897216,-0.00913923785407238,221.98553,166127.61,63.57858,0.1781423116732197,0.4447824568134538,0.0664702531962727,-0.0031441711799737237,-0.008627996290410079,19.61786,16418.648,0.0034388888,0.2749981334188508,-0.00039291847983882326,0.09001481089115371,0.0,0.0,58.290855407714844,43.59292221069336,14.697933197021484,81.38064575195312,60.386878967285156,20.99376678466797,1542656.5,697216.375,845440.125,589718080.0,237330432.0,352387648.0,0.2491,0.23968333333333333,0.009416666666666657,58.534278869628906,44.91472244262695,13.619556427001953,82.14836120605469,62.84264373779297,19.30571746826172,60.31492233276367,42.75615692138672,17.558765411376953,83.74895477294922,59.33615493774414,24.412799835205078,56.66680145263672,50.09438705444336,6.572414398193359,77.41523742675781,67.60014343261719,9.815093994140625
